id,feature_ids,spec,layer,fixture,actor,commands,steps,expected,status,owner,evidence,environment,expected_events,coverage
QA-IC-08,IC-08,product/P08-INTERCITY-TRANSPORT-AND-HANDOFFS.md,visual_interaction,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for UI; identity/tenant from fixture, with negative actor when specified",UI,Set up named fixture; execute UI under the condition in expected outcome; query affected records and compare committed events.,"Open Intercity handoffs from city Plan and return: selected service date, city and planned routes remain unchanged.",Written requirement; implementation test not executed,QA + P08,Not executed; attach run ID and observed assertions during implementation,UI prototype,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-09,IC-09,product/P03-DELIVERY-SLOTS-AND-OPERATING-CALENDARS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for MoveDeliveryWindow; identity/tenant from fixture, with negative actor when specified",MoveDeliveryWindow,Set up named fixture; execute MoveDeliveryWindow under the condition in expected outcome; query affected records and compare committed events.,"Destination cutoff differs from origin: promised delivery window uses destination timezone, transport times retain origin/destination instants.",Written requirement; implementation test not executed,QA + P03,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-10,IC-10,product/P08-INTERCITY-TRANSPORT-AND-HANDOFFS.md,scope_review,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for Deferred; identity/tenant from fixture, with negative actor when specified",Deferred,Set up named fixture; execute Deferred under the condition in expected outcome; query affected records and compare committed events.,"No temperature threshold, refrigerated holding safety or cold-chain guarantee is enabled by a receipt event.",Written requirement; implementation test not executed,QA + P08,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-IC-11,IC-11,product/P01-PRODUCT-TENANCY-AND-AUTHORITY.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveCity; identity/tenant from fixture, with negative actor when specified",SaveCity,Set up named fixture; execute SaveCity under the condition in expected outcome; query affected records and compare committed events.,A second country requires explicit timezone/currency/provider coverage; no Thailand-only assumption rewrites its local date.,Written requirement; implementation test not executed,QA + P01,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-MP-01,MP-01,product/P10-MAPS-NAVIGATION-AND-LOCATION-KNOWLEDGE.md,visual_interaction,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for UI; identity/tenant from fixture, with negative actor when specified",UI,Set up named fixture; execute UI under the condition in expected outcome; query affected records and compare committed events.,Switch Operations/Satellite/3D and back: selected driver/stop remains selected and attribution remains visible.,Written requirement; implementation test not executed,QA + P10,Not executed; attach run ID and observed assertions during implementation,UI prototype,,Behavior case written; event assertions not yet specified in this legacy case
QA-MP-02,MP-02,product/P10-MAPS-NAVIGATION-AND-LOCATION-KNOWLEDGE.md,visual_interaction,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for UI; identity/tenant from fixture, with negative actor when specified",UI,Set up named fixture; execute UI under the condition in expected outcome; query affected records and compare committed events.,"Driver, vehicle and numbered delivery pins match returned IDs; selecting a stop highlights only its route.",Written requirement; implementation test not executed,QA + P10,Not executed; attach run ID and observed assertions during implementation,UI prototype,,Behavior case written; event assertions not yet specified in this legacy case
QA-MP-03,MP-03,product/P10-MAPS-NAVIGATION-AND-LOCATION-KNOWLEDGE.md,visual_interaction,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for UI; identity/tenant from fixture, with negative actor when specified",UI,Set up named fixture; execute UI under the condition in expected outcome; query affected records and compare committed events.,"Fit selected route, rotate and restore map: board context and delivery rail selection are preserved.",Written requirement; implementation test not executed,QA + P10,Not executed; attach run ID and observed assertions during implementation,UI prototype,,Behavior case written; event assertions not yet specified in this legacy case
QA-MP-04,MP-04,product/P10-MAPS-NAVIGATION-AND-LOCATION-KNOWLEDGE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetRouteEstimate; identity/tenant from fixture, with negative actor when specified",GetRouteEstimate,Set up named fixture; execute GetRouteEstimate under the condition in expected outcome; query affected records and compare committed events.,Traffic unavailable gives traffic_state unavailable; a drawn traffic layer alone does not change ETA provenance.,Written requirement; implementation test not executed,QA + P10,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-MP-05,MP-05,product/P10-MAPS-NAVIGATION-AND-LOCATION-KNOWLEDGE.md,visual_interaction,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for UI; identity/tenant from fixture, with negative actor when specified",UI,Set up named fixture; execute UI under the condition in expected outcome; query affected records and compare committed events.,Rain provider unavailable shows layer unavailable/retry; no random sample rain is labelled live.,Written requirement; implementation test not executed,QA + P10,Not executed; attach run ID and observed assertions during implementation,UI prototype,,Behavior case written; event assertions not yet specified in this legacy case
QA-MP-06,MP-06,product/P10-MAPS-NAVIGATION-AND-LOCATION-KNOWLEDGE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetRouteEstimate; identity/tenant from fixture, with negative actor when specified",GetRouteEstimate,Set up named fixture; execute GetRouteEstimate under the condition in expected outcome; query affected records and compare committed events.,"Planned Mapbox geometry, Google navigation intent and measured trail have distinct source/type identifiers.",Written requirement; implementation test not executed,QA + P10,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-MP-07,MP-07,product/P10-MAPS-NAVIGATION-AND-LOCATION-KNOWLEDGE.md,visual_interaction,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for UI; identity/tenant from fixture, with negative actor when specified",UI,Set up named fixture; execute UI under the condition in expected outcome; query affected records and compare committed events.,Invalid map key leaves searchable delivery list and plan actions usable; error shows retry and never hides all work behind indefinite loading.,Written requirement; implementation test not executed,QA + P10,Not executed; attach run ID and observed assertions during implementation,UI prototype,,Behavior case written; event assertions not yet specified in this legacy case
QA-MP-08,MP-08,product/P10-MAPS-NAVIGATION-AND-LOCATION-KNOWLEDGE.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for CreateNavigationIntent; identity/tenant from fixture, with negative actor when specified",CreateNavigationIntent,Set up named fixture; execute CreateNavigationIntent under the condition in expected outcome; query affected records and compare committed events.,Unverified vehicle/profile returns UNSUPPORTED_PROFILE; Mapbox cycling is never labelled Thai motorcycle navigation.,Written requirement; implementation test not executed,QA + P10,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-01,CM-01,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for OpenConversation; identity/tenant from fixture, with negative actor when specified",OpenConversation,Set up named fixture; execute OpenConversation under the condition in expected outcome; query affected records and compare committed events.,Click driver marker then Message: open that authorized Round conversation directly without a mandatory header-inbox step.,Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-02,CM-02,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for OpenConversation; identity/tenant from fixture, with negative actor when specified",OpenConversation,Set up named fixture; execute OpenConversation under the condition in expected outcome; query affected records and compare committed events.,Reopen same job: same conversation ID and unread count; switch context without losing the saved draft in original thread.,Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-03,CM-03,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SendMessage; identity/tenant from fixture, with negative actor when specified",SendMessage,Set up named fixture; execute SendMessage under the condition in expected outcome; query affected records and compare committed events.,Text plus two assets with one upload failure remains staged; retry sends only missing attachment and duplicate client_message_id creates one message.,Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-04,CM-04,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for StartCall,RespondCall; identity/tenant from fixture, with negative actor when specified","StartCall,RespondCall","Set up named fixture; execute StartCall,RespondCall under the condition in expected outcome; query affected records and compare committed events.",Call events distinguish ringing/connected/missed/declined; dialer launch alone cannot become connected and manual outcome is labelled manual.,Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-05,CM-05,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetConversation; identity/tenant from fixture, with negative actor when specified",GetConversation,Set up named fixture; execute GetConversation under the condition in expected outcome; query affected records and compare committed events.,Conversation history lists messages/calls separately from operational custody events and preserves their exact supplied delivery context.,Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-06,CM-06,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SendMessage; identity/tenant from fixture, with negative actor when specified",SendMessage,Set up named fixture; execute SendMessage under the condition in expected outcome; query affected records and compare committed events.,Reassign driver while draft open: sending to obsolete participant is denied or requires explicit retarget; never silently changes recipient.,Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-07,CM-07,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ExchangeTrackingToken; identity/tenant from fixture, with negative actor when specified",ExchangeTrackingToken,Set up named fixture; execute ExchangeTrackingToken under the condition in expected outcome; query affected records and compare committed events.,Recipient token excludes buyer identity/price/surprise text before allowed stage; buyer token does not expose unrelated deliveries.,Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-08,CM-08,product/P13-SETTINGS-POLICY-AND-ADMINISTRATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SavePolicy; identity/tenant from fixture, with negative actor when specified",SavePolicy,Set up named fixture; execute SavePolicy under the condition in expected outcome; query affected records and compare committed events.,Configure eight named customer events: unknown event name rejects schema; each configured recipient/channel receives at most one deduped effect.,Written requirement; implementation test not executed,QA + P13,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-09,CM-09,product/P09-MESSAGES-CALLS-AND-NOTIFICATIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SendMessage; identity/tenant from fixture, with negative actor when specified",SendMessage,Set up named fixture; execute SendMessage under the condition in expected outcome; query affected records and compare committed events.,"Server receipt is Sent, provider/device delivery is Delivered, explicit read receipt is Read; timeout stays unknown/retryable.",Written requirement; implementation test not executed,QA + P09,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-CM-10,CM-10,product/P05-EXECUTION-CUSTODY-PROOF-AND-EXCEPTIONS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for CompleteDelivery; identity/tenant from fixture, with negative actor when specified",CompleteDelivery,Set up named fixture; execute CompleteDelivery under the condition in expected outcome; query affected records and compare committed events.,Notification provider fails after completed handoff/POD: delivery stays delivered and notification job records failed/unknown independently.,Written requirement; implementation test not executed,QA + P05,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-01,HI-01,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetHistory; identity/tenant from fixture, with negative actor when specified",GetHistory,Set up named fixture; execute GetHistory under the condition in expected outcome; query affected records and compare committed events.,Filter period/driver/incident: returned rows and totals use identical filters with stable cursor pagination.,Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-02,HI-02,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetHistory; identity/tenant from fixture, with negative actor when specified",GetHistory,Set up named fixture; execute GetHistory under the condition in expected outcome; query affected records and compare committed events.,"On-time metric names handoff versus promise and denominator; missing actual time is excluded and shown as missing, never zero-minute delivery.",Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-03,HI-03,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetDelivery; identity/tenant from fixture, with negative actor when specified",GetDelivery,Set up named fixture; execute GetDelivery under the condition in expected outcome; query affected records and compare committed events.,Two attempts for D1 show original and rescheduled windows separately with their own proof/return references.,Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-04,HI-04,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetAssetAccess; identity/tenant from fixture, with negative actor when specified",GetAssetAccess,Set up named fixture; execute GetAssetAccess under the condition in expected outcome; query affected records and compare committed events.,Authorized proof download returns short-lived purpose URL; another tenant receives NOT_AUTHORIZED and no URL.,Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-05,HI-05,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for CorrectIncidentCause; identity/tenant from fixture, with negative actor when specified",CorrectIncidentCause,Set up named fixture; execute CorrectIncidentCause under the condition in expected outcome; query affected records and compare committed events.,Merchant waiting corrected by reviewer keeps original cause event and appends correction; driver score is not automatically reduced.,Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-06,HI-06,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetHistory; identity/tenant from fixture, with negative actor when specified",GetHistory,Set up named fixture; execute GetHistory under the condition in expected outcome; query affected records and compare committed events.,Freelancer paused outside an agreement is not counted as failed attendance or poor delivery performance.,Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-07,HI-07,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetHistory; identity/tenant from fixture, with negative actor when specified",GetHistory,Set up named fixture; execute GetHistory under the condition in expected outcome; query affected records and compare committed events.,"Investigation displays current assignment, physical custodian and unresolved obligation separately for cancelled-after-pickup D1.",Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-08,HI-08,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetConversation; identity/tenant from fixture, with negative actor when specified",GetConversation,Set up named fixture; execute GetConversation under the condition in expected outcome; query affected records and compare committed events.,Only messages explicitly linked to D1 appear in D1 history; full related conversation opens separately with permission checks.,Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-09,HI-09,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for RequestExport; identity/tenant from fixture, with negative actor when specified",RequestExport,Set up named fixture; execute RequestExport under the condition in expected outcome; query affected records and compare committed events.,Export query returns operation ID; ready export references one authorized asset and includes stable event IDs in CSV.,Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-HI-10,HI-10,product/P11-HISTORY-INVESTIGATION-AND-EXPORTS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetHistory; identity/tenant from fixture, with negative actor when specified",GetHistory,Set up named fixture; execute GetHistory under the condition in expected outcome; query affected records and compare committed events.,Reused customer order number across two source connections resolves by immutable delivery/source IDs; old evidence does not attach to new order.,Written requirement; implementation test not executed,QA + P11,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-01,ST-01,product/P13-SETTINGS-POLICY-AND-ADMINISTRATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SavePolicy; identity/tenant from fixture, with negative actor when specified",SavePolicy,Set up named fixture; execute SavePolicy under the condition in expected outcome; query affected records and compare committed events.,Own-fleet auto insertion within bounds applies through ApplyOwnFleetAutomation; it never invokes StartBroadcast.,Written requirement; implementation test not executed,QA + P13,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-02,ST-02,product/P03-DELIVERY-SLOTS-AND-OPERATING-CALENDARS.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveSlotTemplate,SetSlotOverride; identity/tenant from fixture, with negative actor when specified","SaveSlotTemplate,SetSlotOverride","Set up named fixture; execute SaveSlotTemplate,SetSlotOverride under the condition in expected outcome; query affected records and compare committed events.",Site+brand slot wins over city default; ambiguous same-specificity slots reject instead of consuming both counters.,Written requirement; implementation test not executed,QA + P03,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-03,ST-03,product/P13-SETTINGS-POLICY-AND-ADMINISTRATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SavePolicy; identity/tenant from fixture, with negative actor when specified",SavePolicy,Set up named fixture; execute SavePolicy under the condition in expected outcome; query affected records and compare committed events.,Broadcast config with decreasing radii or response0 rejects; accepted work is unaffected by disabling new searches.,Written requirement; implementation test not executed,QA + P13,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-04,ST-04,product/P13-SETTINGS-POLICY-AND-ADMINISTRATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SetFeature; identity/tenant from fixture, with negative actor when specified",SetFeature,Set up named fixture; execute SetFeature under the condition in expected outcome; query affected records and compare committed events.,"Intercity off hides new-trip controls, preserves local city switching and in-flight recovery; temperature remains off.",Written requirement; implementation test not executed,QA + P13,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-05,ST-05,product/P12-COMMERCE-TRACKING-AND-CUSTOMER-COMMUNICATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveConnection; identity/tenant from fixture, with negative actor when specified",SaveConnection,Set up named fixture; execute SaveConnection under the condition in expected outcome; query affected records and compare committed events.,Two WooCommerce stores in tenant A keep independent source keys/city defaults; provider replay keys include connection ID.,Written requirement; implementation test not executed,QA + P12,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-06,ST-06,product/P12-COMMERCE-TRACKING-AND-CUSTOMER-COMMUNICATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveConnection; identity/tenant from fixture, with negative actor when specified",SaveConnection,Set up named fixture; execute SaveConnection under the condition in expected outcome; query affected records and compare committed events.,Read-only intake permission rejects writeback even when connection otherwise active; paid-order hold remains a distinct policy.,Written requirement; implementation test not executed,QA + P12,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-07,ST-07,product/P12-COMMERCE-TRACKING-AND-CUSTOMER-COMMUNICATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ReviewSourceRevision; identity/tenant from fixture, with negative actor when specified",ReviewSourceRevision,Set up named fixture; execute ReviewSourceRevision under the condition in expected outcome; query affected records and compare committed events.,Older source update is ignored/audited; changed dispatched destination creates review/proposal and cannot overwrite collected manifest.,Written requirement; implementation test not executed,QA + P12,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-08,ST-08,product/P13-SETTINGS-POLICY-AND-ADMINISTRATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for ReceiveIntegrationEvent; identity/tenant from fixture, with negative actor when specified",ReceiveIntegrationEvent,Set up named fixture; execute ReceiveIntegrationEvent under the condition in expected outcome; query affected records and compare committed events.,Same provider event ID/hash returns same receipt; same ID/changed hash quarantines with IDEMPOTENCY_CONFLICT.,Written requirement; implementation test not executed,QA + P13,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-09,ST-09,product/P12-COMMERCE-TRACKING-AND-CUSTOMER-COMMUNICATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SetConnectionState; identity/tenant from fixture, with negative actor when specified",SetConnectionState,Set up named fixture; execute SetConnectionState under the condition in expected outcome; query affected records and compare committed events.,"Pause/disconnect blocks new source work while existing delivery, proof and history remain accessible.",Written requirement; implementation test not executed,QA + P12,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-10,ST-10,product/P13-SETTINGS-POLICY-AND-ADMINISTRATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SavePolicy; identity/tenant from fixture, with negative actor when specified",SavePolicy,Set up named fixture; execute SavePolicy under the condition in expected outcome; query affected records and compare committed events.,"Concurrent edits of policy revision2: one wins revision3, other STALE_VERSION; invalid bound leaves revision2/3 unchanged.",Written requirement; implementation test not executed,QA + P13,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-11,ST-11,product/P13-SETTINGS-POLICY-AND-ADMINISTRATION.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for GetDelivery; identity/tenant from fixture, with negative actor when specified",GetDelivery,Set up named fixture; execute GetDelivery under the condition in expected outcome; query affected records and compare committed events.,Forged tenant/city context and private object IDs are rejected at command/query and database scope; no service credentials reach client bundle.,Written requirement; implementation test not executed,QA + P13,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-12,ST-12,product/P01-PRODUCT-TENANCY-AND-AUTHORITY.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for SaveCity; identity/tenant from fixture, with negative actor when specified",SaveCity,Set up named fixture; execute SaveCity under the condition in expected outcome; query affected records and compare committed events.,Bangkok and another timezone materialize distinct UTC windows from local dates; DST gap/fold without resolution returns VALIDATION_FAILED.,Written requirement; implementation test not executed,QA + P01,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-13,ST-13,product/P07-FREELANCE-BROADCAST-ACCEPTANCE-AND-CHANGES.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for RespondOffer; identity/tenant from fixture, with negative actor when specified",RespondOffer,Set up named fixture; execute RespondOffer under the condition in expected outcome; query affected records and compare committed events.,Client clock ±10min cannot extend server offer deadline; duplicate/stale retries preserve one winner and original command result.,Written requirement; implementation test not executed,QA + P07,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
QA-ST-14,ST-14,product/P01-PRODUCT-TENANCY-AND-AUTHORITY.md,domain_integration,"FIXTURES.md; A/B, D1–D5/DQ, T1, S/N/F1/F2, SL1/SL2 as named","Authorized actor for CreateTenant; identity/tenant from fixture, with negative actor when specified",CreateTenant,Set up named fixture; execute CreateTenant under the condition in expected outcome; query affected records and compare committed events.,"New tenant has owner/setup state; CommitDelivery before accepted proof policy returns POLICY_NOT_CONFIGURED, never uses sample policy ID.",Written requirement; implementation test not executed,QA + P01,Not executed; attach run ID and observed assertions during implementation,Isolated test database/API or named device harness,,Behavior case written; event assertions not yet specified in this legacy case
